customer_id,created_by,registered_at,gender,birthday,membership_tier,is_sms,is_email,is_line
429,Online,2021-03-04,Male,1971-03-05,Regular,0,1,0
430,Online,2021-03-05,Other,1971-03-06,Silver,0,1,0
431,Online,2021-03-06,Other,1971-03-07,Silver,1,0,1
432,Online,2021-03-07,Male,1971-03-08,Regular,0,0,1
433,Online,2021-03-08,Other,1971-03-09,Silver,1,0,1
434,In-store,2021-03-09,Other,1971-03-10,Silver,1,1,0
435,In-store,2021-03-10,Other,1971-03-11,Silver,0,0,1
436,In-store,2021-03-11,Female,1971-03-12,Silver,1,1,0
437,In-store,2021-03-12,Male,1971-03-13,Gold,0,0,1
438,Online,2021-03-13,Other,1971-03-14,Silver,0,0,0
439,In-store,2021-03-14,Male,1971-03-15,Silver,0,0,1
440,In-store,2021-03-15,Male,1971-03-16,Regular,1,1,1
441,Online,2021-03-16,Male,1971-03-17,Gold,0,0,0
442,Online,2021-03-17,Other,1971-03-18,Regular,0,1,1
443,Online,2021-03-18,Other,1971-03-19,Regular,0,0,1
444,Online,2021-03-19,Male,1971-03-20,Regular,1,0,0
445,Online,2021-03-20,Female,1971-03-21,Gold,0,1,0
446,In-store,2021-03-21,Male,1971-03-22,Regular,1,0,0
447,Online,2021-03-22,Female,1971-03-23,Regular,1,0,0
448,In-store,2021-03-23,Male,1971-03-24,Regular,0,0,0
449,In-store,2021-03-24,Male,1971-03-25,Silver,1,0,1
450,Online,2021-03-25,Male,1971-03-26,Regular,1,1,0
451,In-store,2021-03-26,Other,1971-03-27,Gold,0,1,1
452,In-store,2021-03-27,Female,1971-03-28,Gold,0,0,1
453,Online,2021-03-28,Female,1971-03-29,Silver,0,0,0
454,In-store,2021-03-29,Male,1971-03-30,Gold,1,1,1
455,In-store,2021-03-30,Other,1971-03-31,Gold,0,0,1
456,In-store,2021-03-31,Other,1971-04-01,Silver,1,1,0
457,Online,2021-04-01,Female,1971-04-02,Regular,1,0,1
458,Online,2021-04-02,Other,1971-04-03,Silver,1,1,0
459,Online,2021-04-03,Female,1971-04-04,Regular,1,1,0
460,In-store,2021-04-04,Female,1971-04-05,Regular,1,1,0
461,Online,2021-04-05,Female,1971-04-06,Gold,0,1,1
462,In-store,2021-04-06,Other,1971-04-07,Silver,0,0,1
463,Online,2021-04-07,Female,1971-04-08,Gold,1,0,1
464,In-store,2021-04-08,Female,1971-04-09,Gold,1,1,1
465,Online,2021-04-09,Male,1971-04-10,Regular,0,1,0
466,Online,2021-04-10,Female,1971-04-11,Gold,0,1,1
467,In-store,2021-04-11,Female,1971-04-12,Silver,1,1,0
468,Online,2021-04-12,Male,1971-04-13,Gold,1,0,1
469,In-store,2021-04-13,Male,1971-04-14,Gold,0,1,1
470,Online,2021-04-14,Other,1971-04-15,Regular,0,1,1
471,Online,2021-04-15,Female,1971-04-16,Silver,1,1,1
472,In-store,2021-04-16,Other,1971-04-17,Gold,0,1,1
473,In-store,2021-04-17,Other,1971-04-18,Regular,0,1,0
474,In-store,2021-04-18,Male,1971-04-19,Gold,1,1,1
475,Online,2021-04-19,Other,1971-04-20,Silver,1,1,1
476,In-store,2021-04-20,Female,1971-04-21,Gold,1,0,1
477,Online,2021-04-21,Male,1971-04-22,Gold,0,1,1
478,In-store,2021-04-22,Female,1971-04-23,Regular,1,1,0
479,In-store,2021-04-23,Female,1971-04-24,Gold,0,1,1
480,In-store,2021-04-24,Male,1971-04-25,Regular,1,0,0
481,In-store,2021-04-25,Female,1971-04-26,Silver,1,0,1
482,In-store,2021-04-26,Male,1971-04-27,Gold,0,0,0
483,In-store,2021-04-27,Female,1971-04-28,Silver,0,1,0
484,Online,2021-04-28,Male,1971-04-29,Silver,1,1,0
485,In-store,2021-04-29,Other,1971-04-30,Gold,1,1,0
486,Online,2021-04-30,Female,1971-05-01,Regular,0,0,0
487,In-store,2021-05-01,Male,1971-05-02,Silver,1,1,1
488,In-store,2021-05-02,Female,1971-05-03,Silver,0,0,0
489,In-store,2021-05-03,Female,1971-05-04,Gold,0,0,1
490,Online,2021-05-04,Female,1971-05-05,Gold,1,0,0
491,Online,2021-05-05,Male,1971-05-06,Gold,0,0,0
492,In-store,2021-05-06,Other,1971-05-07,Gold,0,0,1
493,Online,2021-05-07,Other,1971-05-08,Gold,0,1,0
494,In-store,2021-05-08,Other,1971-05-09,Gold,1,1,0
495,In-store,2021-05-09,Male,1971-05-10,Regular,0,0,0
496,Online,2021-05-10,Other,1971-05-11,Silver,1,1,0
497,Online,2021-05-11,Male,1971-05-12,Regular,1,1,1
498,Online,2021-05-12,Female,1971-05-13,Regular,1,0,0
499,Online,2021-05-13,Female,1971-05-14,Gold,0,0,0
500,In-store,2021-05-14,Other,1971-05-15,Silver,0,1,1
501,Online,2021-05-15,Male,1971-05-16,Regular,1,1,1
502,Online,2021-05-16,Female,1971-05-17,Gold,1,1,0
503,In-store,2021-05-17,Male,1971-05-18,Gold,0,1,0
504,Online,2021-05-18,Male,1971-05-19,Silver,1,0,1
505,Online,2021-05-19,Female,1971-05-20,Regular,1,1,0
506,Online,2021-05-20,Male,1971-05-21,Regular,0,0,1
507,Online,2021-05-21,Female,1971-05-22,Regular,1,0,0
508,In-store,2021-05-22,Female,1971-05-23,Gold,0,1,1
509,In-store,2021-05-23,Female,1971-05-24,Silver,0,1,1
510,Online,2021-05-24,Male,1971-05-25,Silver,1,1,1
511,Online,2021-05-25,Female,1971-05-26,Regular,0,0,0
512,In-store,2021-05-26,Male,1971-05-27,Gold,0,0,0
513,Online,2021-05-27,Female,1971-05-28,Regular,0,0,0
514,Online,2021-05-28,Female,1971-05-29,Silver,1,0,0
515,Online,2021-05-29,Other,1971-05-30,Gold,1,1,1
516,Online,2021-05-30,Other,1971-05-31,Regular,1,0,1
517,Online,2021-05-31,Other,1971-06-01,Regular,0,0,1
518,Online,2021-06-01,Male,1971-06-02,Gold,0,1,0
519,Online,2021-06-02,Male,1971-06-03,Silver,1,0,0
520,Online,2021-06-03,Female,1971-06-04,Gold,1,0,0
521,Online,2021-06-04,Female,1971-06-05,Regular,0,1,1
522,In-store,2021-06-05,Female,1971-06-06,Regular,1,0,0
523,In-store,2021-06-06,Female,1971-06-07,Regular,1,0,0
524,In-store,2021-06-07,Male,1971-06-08,Regular,1,0,1
525,Online,2021-06-08,Female,1971-06-09,Silver,1,0,1
526,Online,2021-06-09,Female,1971-06-10,Silver,1,1,0
527,In-store,2021-06-10,Other,1971-06-11,Regular,0,0,1
528,Online,2021-06-11,Female,1971-06-12,Silver,1,1,0
529,In-store,2021-06-12,Female,1971-06-13,Silver,1,0,1
530,Online,2021-06-13,Female,1971-06-14,Silver,0,1,1
531,In-store,2021-06-14,Male,1971-06-15,Regular,0,1,1
532,In-store,2021-06-15,Other,1971-06-16,Gold,0,1,0
533,In-store,2021-06-16,Female,1971-06-17,Gold,0,0,0
534,Online,2021-06-17,Female,1971-06-18,Gold,1,0,0
535,In-store,2021-06-18,Other,1971-06-19,Regular,1,0,1
536,Online,2021-06-19,Female,1971-06-20,Silver,1,1,1
537,Online,2021-06-20,Male,1971-06-21,Silver,1,0,1
538,Online,2021-06-21,Female,1971-06-22,Regular,0,0,1
539,Online,2021-06-22,Male,1971-06-23,Regular,0,0,0
540,Online,2021-06-23,Male,1971-06-24,Gold,1,0,0
541,Online,2021-06-24,Female,1971-06-25,Gold,1,1,0
542,Online,2021-06-25,Other,1971-06-26,Regular,1,1,1
543,In-store,2021-06-26,Male,1971-06-27,Gold,1,0,1
544,In-store,2021-06-27,Other,1971-06-28,Silver,0,0,0
545,In-store,2021-06-28,Female,1971-06-29,Regular,1,0,1
546,Online,2021-06-29,Male,1971-06-30,Regular,0,1,0
547,Online,2021-06-30,Female,1971-07-01,Silver,0,0,1
548,Online,2021-07-01,Other,1971-07-02,Silver,0,1,1
549,Online,2021-07-02,Female,1971-07-03,Silver,0,1,0
550,In-store,2021-07-03,Female,1971-07-04,Gold,1,0,0
551,Online,2021-07-04,Male,1971-07-05,Regular,1,0,1
552,In-store,2021-07-05,Female,1971-07-06,Gold,1,0,0
553,Online,2021-07-06,Female,1971-07-07,Silver,1,1,0
554,In-store,2021-07-07,Female,1971-07-08,Gold,0,1,1
555,Online,2021-07-08,Male,1971-07-09,Silver,0,0,1
556,In-store,2021-07-09,Other,1971-07-10,Gold,0,1,1
557,Online,2021-07-10,Other,1971-07-11,Gold,1,0,0
558,In-store,2021-07-11,Female,1971-07-12,Silver,0,0,1
559,Online,2021-07-12,Male,1971-07-13,Gold,0,1,1
560,In-store,2021-07-13,Female,1971-07-14,Regular,0,1,1
561,In-store,2021-07-14,Other,1971-07-15,Gold,0,1,1
562,Online,2021-07-15,Male,1971-07-16,Gold,1,1,1
563,In-store,2021-07-16,Other,1971-07-17,Regular,0,0,0
564,Online,2021-07-17,Other,1971-07-18,Silver,0,0,1
565,Online,2021-07-18,Male,1971-07-19,Regular,1,0,1
566,Online,2021-07-19,Male,1971-07-20,Gold,1,1,0
567,In-store,2021-07-20,Female,1971-07-21,Silver,1,0,1
568,In-store,2021-07-21,Female,1971-07-22,Gold,0,1,1
569,Online,2021-07-22,Other,1971-07-23,Gold,0,1,0
570,Online,2021-07-23,Male,1971-07-24,Regular,0,1,1
571,In-store,2021-07-24,Male,1971-07-25,Regular,0,0,0
572,In-store,2021-07-25,Female,1971-07-26,Silver,1,1,1
573,In-store,2021-07-26,Other,1971-07-27,Silver,0,1,0
574,Online,2021-07-27,Other,1971-07-28,Silver,0,1,0
575,Online,2021-07-28,Female,1971-07-29,Gold,1,1,1
576,Online,2021-07-29,Male,1971-07-30,Regular,1,1,0
577,Online,2021-07-30,Female,1971-07-31,Regular,1,1,0
578,Online,2021-07-31,Female,1971-08-01,Regular,0,1,1
579,In-store,2021-08-01,Female,1971-08-02,Silver,0,1,1
580,Online,2021-08-02,Female,1971-08-03,Regular,0,1,0
581,In-store,2021-08-03,Male,1971-08-04,Regular,0,1,1
582,In-store,2021-08-04,Female,1971-08-05,Regular,0,1,0
583,Online,2021-08-05,Male,1971-08-06,Silver,1,1,0
584,In-store,2021-08-06,Female,1971-08-07,Regular,1,0,1
585,Online,2021-08-07,Other,1971-08-08,Silver,0,0,1
586,In-store,2021-08-08,Male,1971-08-09,Regular,0,1,0
587,Online,2021-08-09,Other,1971-08-10,Regular,0,1,1
588,Online,2021-08-10,Female,1971-08-11,Regular,0,1,1
589,In-store,2021-08-11,Female,1971-08-12,Silver,0,0,0
590,Online,2021-08-12,Female,1971-08-13,Silver,1,0,0
591,In-store,2021-08-13,Male,1971-08-14,Regular,1,0,0
592,Online,2021-08-14,Other,1971-08-15,Gold,1,1,0
593,Online,2021-08-15,Male,1971-08-16,Silver,0,1,0
594,Online,2021-08-16,Male,1971-08-17,Silver,0,1,0
595,In-store,2021-08-17,Female,1971-08-18,Regular,1,1,1
596,In-store,2021-08-18,Other,1971-08-19,Gold,1,0,0
597,Online,2021-08-19,Female,1971-08-20,Regular,0,1,1
598,In-store,2021-08-20,Male,1971-08-21,Silver,1,0,1
599,Online,2021-08-21,Female,1971-08-22,Silver,1,0,0
600,In-store,2021-08-22,Other,1971-08-23,Regular,0,1,1
601,In-store,2021-08-23,Female,1971-08-24,Regular,1,0,0
602,Online,2021-08-24,Other,1971-08-25,Gold,1,0,1
603,Online,2021-08-25,Other,1971-08-26,Gold,1,0,0
604,Online,2021-08-26,Female,1971-08-27,Silver,0,0,0
605,Online,2021-08-27,Male,1971-08-28,Gold,1,1,0
606,Online,2021-08-28,Female,1971-08-29,Gold,1,1,0
607,In-store,2021-08-29,Male,1971-08-30,Silver,1,0,1
608,In-store,2021-08-30,Male,1971-08-31,Silver,0,1,1
609,Online,2021-08-31,Female,1971-09-01,Silver,0,0,1
610,Online,2021-09-01,Male,1971-09-02,Silver,1,1,1
611,Online,2021-09-02,Male,1971-09-03,Regular,0,1,1
612,In-store,2021-09-03,Female,1971-09-04,Silver,1,1,0
613,Online,2021-09-04,Female,1971-09-05,Silver,0,1,0
614,Online,2021-09-05,Female,1971-09-06,Silver,0,1,0
615,In-store,2021-09-06,Male,1971-09-07,Gold,1,0,0
616,In-store,2021-09-07,Other,1971-09-08,Silver,1,1,0
617,In-store,2021-09-08,Male,1971-09-09,Regular,1,0,1
618,In-store,2021-09-09,Other,1971-09-10,Regular,0,0,0
619,Online,2021-09-10,Female,1971-09-11,Silver,1,1,0
620,In-store,2021-09-11,Other,1971-09-12,Regular,0,0,1
621,In-store,2021-09-12,Female,1971-09-13,Gold,0,1,1
622,Online,2021-09-13,Female,1971-09-14,Silver,1,0,0
623,Online,2021-09-14,Other,1971-09-15,Regular,0,0,0
624,Online,2021-09-15,Female,1971-09-16,Regular,1,1,1
625,In-store,2021-09-16,Other,1971-09-17,Silver,0,1,0
626,Online,2021-09-17,Female,1971-09-18,Regular,1,1,0
627,In-store,2021-09-18,Male,1971-09-19,Silver,0,1,0
628,In-store,2021-09-19,Male,1971-09-20,Regular,0,0,1
629,In-store,2021-09-20,Female,1971-09-21,Gold,1,1,0
630,Online,2021-09-21,Female,1971-09-22,Regular,0,0,0
631,In-store,2021-09-22,Other,1971-09-23,Regular,1,0,1
632,Online,2021-09-23,Male,1971-09-24,Silver,0,0,1
633,Online,2021-09-24,Other,1971-09-25,Regular,0,0,1
634,Online,2021-09-25,Female,1971-09-26,Silver,0,0,0
635,In-store,2021-09-26,Female,1971-09-27,Gold,1,0,1
636,In-store,2021-09-27,Other,1971-09-28,Silver,1,1,0
637,In-store,2021-09-28,Female,1971-09-29,Silver,1,0,1
638,Online,2021-09-29,Male,1971-09-30,Regular,1,0,0
639,In-store,2021-09-30,Other,1971-10-01,Gold,1,0,1
640,In-store,2021-10-01,Male,1971-10-02,Silver,0,1,0
641,In-store,2021-10-02,Male,1971-10-03,Regular,0,1,0
642,In-store,2021-10-03,Male,1971-10-04,Regular,1,0,1
643,In-store,2021-10-04,Other,1971-10-05,Silver,0,1,1
644,Online,2021-10-05,Female,1971-10-06,Regular,0,0,0
645,Online,2021-10-06,Male,1971-10-07,Silver,0,1,1
646,Online,2021-10-07,Male,1971-10-08,Silver,0,0,0
647,Online,2021-10-08,Male,1971-10-09,Silver,1,1,1
648,In-store,2021-10-09,Female,1971-10-10,Gold,0,1,1
649,Online,2021-10-10,Female,1971-10-11,Silver,1,1,0
650,In-store,2021-10-11,Other,1971-10-12,Regular,1,0,1
651,Online,2021-10-12,Female,1971-10-13,Gold,0,0,1
652,Online,2021-10-13,Other,1971-10-14,Regular,1,0,0
653,Online,2021-10-14,Other,1971-10-15,Gold,0,1,0
654,In-store,2021-10-15,Other,1971-10-16,Gold,0,1,1
655,In-store,2021-10-16,Other,1971-10-17,Gold,0,0,0
656,Online,2021-10-17,Other,1971-10-18,Gold,1,1,1
657,In-store,2021-10-18,Male,1971-10-19,Regular,1,0,1
658,Online,2021-10-19,Female,1971-10-20,Silver,1,0,0
659,Online,2021-10-20,Male,1971-10-21,Regular,0,0,0
660,Online,2021-10-21,Other,1971-10-22,Silver,0,0,0
661,In-store,2021-10-22,Female,1971-10-23,Regular,0,1,0
662,Online,2021-10-23,Male,1971-10-24,Gold,1,1,0
663,Online,2021-10-24,Male,1971-10-25,Gold,0,1,0
664,Online,2021-10-25,Other,1971-10-26,Silver,0,0,1
665,In-store,2021-10-26,Male,1971-10-27,Silver,1,1,1
666,Online,2021-10-27,Male,1971-10-28,Regular,1,0,0
667,In-store,2021-10-28,Male,1971-10-29,Silver,1,0,1
668,Online,2021-10-29,Male,1971-10-30,Regular,0,0,1
669,In-store,2021-10-30,Male,1971-10-31,Silver,0,0,1
670,Online,2021-10-31,Other,1971-11-01,Silver,0,0,1
671,Online,2021-11-01,Other,1971-11-02,Silver,1,0,0
672,In-store,2021-11-02,Male,1971-11-03,Gold,1,1,1
673,In-store,2021-11-03,Other,1971-11-04,Gold,1,1,1
674,Online,2021-11-04,Other,1971-11-05,Regular,1,1,0
675,In-store,2021-11-05,Female,1971-11-06,Silver,0,1,0
676,Online,2021-11-06,Male,1971-11-07,Regular,0,0,0
677,Online,2021-11-07,Other,1971-11-08,Silver,0,0,0
678,Online,2021-11-08,Other,1971-11-09,Gold,0,1,1
679,In-store,2021-11-09,Male,1971-11-10,Gold,0,1,0
680,Online,2021-11-10,Female,1971-11-11,Silver,0,1,1
681,In-store,2021-11-11,Male,1971-11-12,Silver,0,1,1
682,Online,2021-11-12,Female,1971-11-13,Gold,0,1,0
683,In-store,2021-11-13,Male,1971-11-14,Gold,1,1,0
684,In-store,2021-11-14,Male,1971-11-15,Regular,1,1,0
685,Online,2021-11-15,Male,1971-11-16,Gold,0,1,0
686,In-store,2021-11-16,Male,1971-11-17,Silver,1,0,0
687,Online,2021-11-17,Female,1971-11-18,Regular,0,0,0
688,Online,2021-11-18,Female,1971-11-19,Silver,0,0,1
689,Online,2021-11-19,Other,1971-11-20,Regular,1,0,1
690,Online,2021-11-20,Male,1971-11-21,Silver,0,1,1
691,Online,2021-11-21,Female,1971-11-22,Gold,0,0,1
692,In-store,2021-11-22,Female,1971-11-23,Silver,0,1,0
693,Online,2021-11-23,Female,1971-11-24,Regular,0,0,0
694,In-store,2021-11-24,Male,1971-11-25,Silver,0,1,1
695,In-store,2021-11-25,Other,1971-11-26,Regular,0,1,1
696,Online,2021-11-26,Female,1971-11-27,Silver,0,0,1
697,In-store,2021-11-27,Male,1971-11-28,Gold,1,0,0
698,Online,2021-11-28,Female,1971-11-29,Gold,1,1,0
699,In-store,2021-11-29,Female,1971-11-30,Silver,0,1,0
700,In-store,2021-11-30,Other,1971-12-01,Silver,1,1,1
701,In-store,2021-12-01,Female,1971-12-02,Silver,0,0,1
702,Online,2021-12-02,Female,1971-12-03,Regular,0,0,0
703,In-store,2021-12-03,Male,1971-12-04,Silver,0,1,0
704,Online,2021-12-04,Male,1971-12-05,Silver,0,0,1
705,In-store,2021-12-05,Other,1971-12-06,Regular,1,1,1
706,In-store,2021-12-06,Male,1971-12-07,Gold,1,0,0
707,In-store,2021-12-07,Male,1971-12-08,Silver,1,0,1
708,In-store,2021-12-08,Other,1971-12-09,Silver,1,0,0
709,Online,2021-12-09,Female,1971-12-10,Gold,0,0,0
710,Online,2021-12-10,Other,1971-12-11,Gold,1,0,1
711,In-store,2021-12-11,Male,1971-12-12,Regular,0,1,1
712,In-store,2021-12-12,Other,1971-12-13,Silver,0,1,1
713,Online,2021-12-13,Female,1971-12-14,Silver,1,0,0
714,Online,2021-12-14,Other,1971-12-15,Regular,0,1,1
715,Online,2021-12-15,Male,1971-12-16,Gold,1,1,1
716,Online,2021-12-16,Male,1971-12-17,Regular,1,0,0
717,In-store,2021-12-17,Other,1971-12-18,Gold,1,1,0
718,In-store,2021-12-18,Female,1971-12-19,Regular,1,0,1
719,Online,2021-12-19,Other,1971-12-20,Gold,1,1,0
720,Online,2021-12-20,Female,1971-12-21,Regular,0,1,0
721,Online,2021-12-21,Female,1971-12-22,Gold,1,1,0
722,Online,2021-12-22,Other,1971-12-23,Gold,1,1,1
723,Online,2021-12-23,Female,1971-12-24,Gold,0,1,1
724,Online,2021-12-24,Male,1971-12-25,Gold,1,1,0
725,In-store,2021-12-25,Other,1971-12-26,Gold,1,1,0
726,In-store,2021-12-26,Female,1971-12-27,Silver,0,0,0
727,In-store,2021-12-27,Male,1971-12-28,Gold,0,0,1
728,Online,2021-12-28,Other,1971-12-29,Silver,1,0,0
729,Online,2021-12-29,Male,1971-12-30,Gold,0,0,0
730,Online,2021-12-30,Male,1971-12-31,Silver,1,1,1
731,In-store,2021-12-31,Male,1972-01-01,Silver,0,1,0
732,Online,2022-01-01,Female,1972-01-02,Regular,1,1,1
733,Online,2022-01-02,Other,1972-01-03,Gold,1,0,1
734,In-store,2022-01-03,Other,1972-01-04,Regular,1,0,1
735,Online,2022-01-04,Female,1972-01-05,Regular,0,0,0
736,In-store,2022-01-05,Other,1972-01-06,Gold,1,1,0
737,In-store,2022-01-06,Male,1972-01-07,Regular,0,0,1
738,Online,2022-01-07,Other,1972-01-08,Gold,1,1,0
739,In-store,2022-01-08,Female,1972-01-09,Regular,1,0,1
740,Online,2022-01-09,Male,1972-01-10,Gold,1,1,0
741,In-store,2022-01-10,Female,1972-01-11,Gold,1,0,1
742,Online,2022-01-11,Male,1972-01-12,Gold,1,1,1
743,In-store,2022-01-12,Male,1972-01-13,Silver,0,0,0
744,Online,2022-01-13,Other,1972-01-14,Regular,0,0,0
745,In-store,2022-01-14,Male,1972-01-15,Silver,0,1,0
746,In-store,2022-01-15,Female,1972-01-16,Regular,1,1,0
747,In-store,2022-01-16,Other,1972-01-17,Regular,1,0,1
748,Online,2022-01-17,Female,1972-01-18,Regular,0,1,1
749,Online,2022-01-18,Male,1972-01-19,Silver,1,0,0
750,In-store,2022-01-19,Female,1972-01-20,Regular,1,1,0
751,Online,2022-01-20,Female,1972-01-21,Silver,1,0,1
752,In-store,2022-01-21,Male,1972-01-22,Gold,0,1,0
753,Online,2022-01-22,Other,1972-01-23,Regular,0,0,0
754,In-store,2022-01-23,Female,1972-01-24,Regular,0,0,0
755,Online,2022-01-24,Male,1972-01-25,Gold,0,0,0
756,In-store,2022-01-25,Other,1972-01-26,Gold,0,1,1
757,In-store,2022-01-26,Other,1972-01-27,Regular,1,0,1
758,In-store,2022-01-27,Other,1972-01-28,Gold,1,1,0
759,In-store,2022-01-28,Female,1972-01-29,Silver,1,1,1
760,Online,2022-01-29,Female,1972-01-30,Silver,1,1,0
761,In-store,2022-01-30,Female,1972-01-31,Regular,0,0,0
762,Online,2022-01-31,Other,1972-02-01,Silver,0,1,0
763,Online,2022-02-01,Female,1972-02-02,Silver,1,1,1
764,In-store,2022-02-02,Male,1972-02-03,Regular,0,1,1
765,Online,2022-02-03,Female,1972-02-04,Gold,1,0,1
766,Online,2022-02-04,Female,1972-02-05,Regular,1,1,1
767,Online,2022-02-05,Other,1972-02-06,Silver,1,1,1
768,In-store,2022-02-06,Female,1972-02-07,Regular,1,1,0
769,Online,2022-02-07,Male,1972-02-08,Regular,0,1,0
770,Online,2022-02-08,Other,1972-02-09,Silver,1,0,1
771,In-store,2022-02-09,Male,1972-02-10,Silver,0,0,1
772,In-store,2022-02-10,Other,1972-02-11,Regular,1,1,1
773,Online,2022-02-11,Other,1972-02-12,Silver,1,1,0
774,In-store,2022-02-12,Female,1972-02-13,Silver,1,1,1
775,Online,2022-02-13,Male,1972-02-14,Silver,1,1,0
776,Online,2022-02-14,Other,1972-02-15,Silver,0,0,0
777,Online,2022-02-15,Female,1972-02-16,Silver,1,0,1
778,In-store,2022-02-16,Other,1972-02-17,Silver,0,0,0
779,Online,2022-02-17,Other,1972-02-18,Gold,1,0,0
780,In-store,2022-02-18,Other,1972-02-19,Regular,1,1,1
781,In-store,2022-02-19,Other,1972-02-20,Silver,1,1,0
782,Online,2022-02-20,Other,1972-02-21,Regular,0,0,1
783,In-store,2022-02-21,Other,1972-02-22,Gold,1,0,0
784,In-store,2022-02-22,Female,1972-02-23,Silver,1,1,1
785,In-store,2022-02-23,Other,1972-02-24,Regular,1,1,1
786,In-store,2022-02-24,Male,1972-02-25,Silver,1,1,0
787,In-store,2022-02-25,Female,1972-02-26,Silver,1,1,1
788,Online,2022-02-26,Male,1972-02-27,Silver,0,1,0
789,In-store,2022-02-27,Other,1972-02-28,Silver,0,0,0
790,Online,2022-02-28,Male,1972-02-29,Silver,1,0,1
791,Online,2022-03-01,Other,1972-03-01,Silver,1,1,0
792,Online,2022-03-02,Other,1972-03-02,Silver,0,1,1
793,Online,2022-03-03,Female,1972-03-03,Gold,1,0,0
794,Online,2022-03-04,Female,1972-03-04,Gold,0,1,0
795,Online,2022-03-05,Other,1972-03-05,Silver,1,0,1
796,In-store,2022-03-06,Female,1972-03-06,Silver,1,0,0
797,In-store,2022-03-07,Male,1972-03-07,Gold,0,0,0
798,In-store,2022-03-08,Female,1972-03-08,Gold,1,0,0
799,Online,2022-03-09,Female,1972-03-09,Gold,0,1,0
800,In-store,2022-03-10,Male,1972-03-10,Silver,0,1,0
801,In-store,2022-03-11,Female,1972-03-11,Regular,0,0,0
802,In-store,2022-03-12,Other,1972-03-12,Regular,1,1,0
803,Online,2022-03-13,Male,1972-03-13,Regular,0,1,0
804,In-store,2022-03-14,Other,1972-03-14,Regular,0,1,1
805,Online,2022-03-15,Male,1972-03-15,Silver,1,1,0
806,In-store,2022-03-16,Other,1972-03-16,Regular,1,0,0
807,Online,2022-03-17,Other,1972-03-17,Gold,1,1,1
808,Online,2022-03-18,Female,1972-03-18,Gold,1,0,1
809,Online,2022-03-19,Other,1972-03-19,Regular,1,0,1
810,In-store,2022-03-20,Female,1972-03-20,Gold,1,1,0
811,In-store,2022-03-21,Male,1972-03-21,Silver,0,0,1
812,Online,2022-03-22,Other,1972-03-22,Regular,1,1,1
813,In-store,2022-03-23,Other,1972-03-23,Regular,0,1,0
814,Online,2022-03-24,Male,1972-03-24,Silver,1,0,0
815,Online,2022-03-25,Male,1972-03-25,Gold,0,1,1
816,In-store,2022-03-26,Other,1972-03-26,Silver,0,0,1
817,In-store,2022-03-27,Male,1972-03-27,Silver,1,0,0
818,In-store,2022-03-28,Female,1972-03-28,Gold,1,1,0
819,Online,2022-03-29,Male,1972-03-29,Silver,0,1,0
820,Online,2022-03-30,Male,1972-03-30,Gold,1,1,0
821,In-store,2022-03-31,Other,1972-03-31,Gold,1,0,0
822,Online,2022-04-01,Female,1972-04-01,Silver,0,1,1
823,In-store,2022-04-02,Male,1972-04-02,Gold,0,0,0
824,Online,2022-04-03,Female,1972-04-03,Silver,0,0,0
825,In-store,2022-04-04,Female,1972-04-04,Gold,1,1,0
826,In-store,2022-04-05,Female,1972-04-05,Regular,1,1,0
827,Online,2022-04-06,Other,1972-04-06,Gold,1,1,0
828,In-store,2022-04-07,Male,1972-04-07,Gold,1,0,1
829,In-store,2022-04-08,Other,1972-04-08,Silver,0,1,0
830,Online,2022-04-09,Male,1972-04-09,Gold,1,0,1
831,In-store,2022-04-10,Male,1972-04-10,Regular,0,1,0
832,Online,2022-04-11,Other,1972-04-11,Regular,1,1,1
833,In-store,2022-04-12,Female,1972-04-12,Gold,1,0,1
834,Online,2022-04-13,Female,1972-04-13,Gold,0,0,0
835,In-store,2022-04-14,Male,1972-04-14,Regular,1,1,0
836,In-store,2022-04-15,Other,1972-04-15,Silver,1,1,0
837,In-store,2022-04-16,Female,1972-04-16,Regular,0,1,0
838,In-store,2022-04-17,Female,1972-04-17,Regular,1,1,0
839,Online,2022-04-18,Male,1972-04-18,Gold,0,1,1
840,Online,2022-04-19,Male,1972-04-19,Gold,0,0,0
841,Online,2022-04-20,Other,1972-04-20,Regular,0,0,0
842,Online,2022-04-21,Male,1972-04-21,Silver,0,0,1
843,Online,2022-04-22,Female,1972-04-22,Regular,1,0,0
844,Online,2022-04-23,Female,1972-04-23,Regular,1,1,1
845,Online,2022-04-24,Female,1972-04-24,Silver,1,0,0
846,In-store,2022-04-25,Female,1972-04-25,Regular,0,0,1
847,In-store,2022-04-26,Other,1972-04-26,Regular,1,0,0
848,In-store,2022-04-27,Other,1972-04-27,Gold,1,1,1
849,In-store,2022-04-28,Male,1972-04-28,Silver,1,0,1
850,Online,2022-04-29,Male,1972-04-29,Gold,1,1,0
851,Online,2022-04-30,Male,1972-04-30,Gold,0,0,0
852,Online,2022-05-01,Other,1972-05-01,Silver,0,1,0
853,In-store,2022-05-02,Female,1972-05-02,Silver,1,0,1
854,Online,2022-05-03,Male,1972-05-03,Regular,0,1,1
855,In-store,2022-05-04,Female,1972-05-04,Gold,1,0,1
856,Online,2022-05-05,Male,1972-05-05,Silver,1,1,0
857,Online,2022-05-06,Male,1972-05-06,Gold,1,1,0
858,Online,2022-05-07,Male,1972-05-07,Gold,0,0,1
